,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,car_maker
6365, Avensis,2016,Manual,40149,Diesel,20,67.3,1.6,toyota
8197, C Class,2019,Semi-Auto,14005,Diesel,145,61.4,2.0,mercedes
12307, Kuga,2017,Manual,27500,Diesel,145,64.2,1.5,ford
11657, Tiguan,2019,Manual,4812,Diesel,145,47.9,2.0,vw
6068, C-HR,2018,Automatic,21755,Hybrid,135,74.3,1.8,toyota
4400, Aygo,2018,Manual,7669,Petrol,145,56.5,1.0,toyota
8367, 3 Series,2013,Automatic,29500,Diesel,30,62.8,2.0,bmw
227, T-Roc,2019,Manual,8350,Diesel,145,50.4,1.6,vw
11839, Fiesta,2019,Manual,11096,Petrol,150,55.4,1.0,ford
13770, Mondeo,2016,Automatic,10969,Petrol,235,38.2,2.0,ford
2753, Yaris,2007,Automatic,62000,Petrol,150,48.7,1.3,toyota
6256, X3,2019,Automatic,7465,Diesel,145,54.3,2.0,bmw
2280, X1,2013,Manual,67932,Diesel,165,51.4,2.0,bmw
3824, Golf,2020,Semi-Auto,2999,Hybrid,150,44.8,1.5,vw
6691, Land Cruiser,2004,Automatic,160000,Diesel,325,31.4,3.0,toyota
8341, Kuga,2018,Manual,12540,Diesel,145,47.9,2.0,ford
3976, Fabia,2019,Manual,6000,Petrol,145,52.3,1.0,skoda
4424, Golf,2016,Manual,36000,Diesel,20,67.3,2.0,vw
12802, Up,2013,Manual,31310,Petrol,20,62.8,1.0,vw
12527, A Class,2018,Manual,20022,Petrol,145,51.4,1.6,mercedes
6229, C Class,2019,Semi-Auto,89,Diesel,145,54.3,1.6,mercedes
3431, C Class,2019,Semi-Auto,5937,Petrol,145,44.1,1.5,mercedes
12441, Up,2016,Manual,15747,Petrol,20,61.4,1.0,vw
1129, Fiesta,2018,Manual,3665,Petrol,145,64.2,1.1,ford
3239, Kuga,2017,Manual,11443,Diesel,145,64.2,1.5,ford
584, 5 Series,2018,Semi-Auto,13197,Hybrid,140,156.9,2.0,bmw
6723, 1 Series,2019,Manual,4869,Petrol,150,44.8,1.5,bmw
11446, A Class,2017,Automatic,37762,Diesel,20,74.3,1.5,mercedes
10594, Fiesta,2016,Manual,30468,Petrol,0,65.7,1.0,ford
14847, Tiguan Allspace,2019,Automatic,4000,Diesel,145,38.7,2.0,vw
10493, Focus,2017,Manual,14750,Petrol,145,60.1,1.0,ford
76, Superb,2017,Manual,23757,Diesel,145,67.3,1.6,skoda
4682, 5 Series,2019,Semi-Auto,101,Diesel,145,60.1,2.0,bmw
465, RAV4,2013,Manual,70964,Diesel,165,49.6,2.2,toyota
11476, A Class,2013,Automatic,55345,Petrol,160,44.1,2.0,mercedes
7067, Kuga,2015,Manual,45980,Diesel,150,54.3,2.0,ford
14349, Fiesta,2017,Manual,6238,Petrol,145,64.2,1.1,ford
10634, EcoSport,2018,Semi-Auto,3214,Petrol,150,45.6,1.0,ford
1083, E Class,2017,Automatic,20952,Diesel,145,54.3,3.0,mercedes
15063, CC,2016,Semi-Auto,43308,Diesel,145,54.3,2.0,vw
5696, 1 Series,2019,Manual,7781,Petrol,150,41.5,1.5,bmw
2696, Yaris,2019,Automatic,11247,Hybrid,135,76.3,1.5,toyota
3240, 3 Series,2016,Automatic,32672,Petrol,125,51.4,1.5,bmw
6458, 3 Series,2019,Semi-Auto,2571,Diesel,145,62.8,2.0,bmw
9789, C Class,2015,Automatic,87000,Diesel,30,64.2,2.1,mercedes
10847, Edge,2017,Semi-Auto,24558,Diesel,200,47.9,2.0,ford
5850, Fiesta,2013,Manual,19298,Petrol,0,65.7,1.0,ford
6634, T-Cross,2020,Manual,2000,Diesel,150,53.3,1.6,vw
3443, A4,2017,Manual,39382,Petrol,150,48.7,2.0,audi
6530, EcoSport,2017,Manual,20283,Petrol,145,53.3,1.0,ford
15104, CC,2016,Automatic,75387,Diesel,125,58.9,2.0,vw
6051, C Class,2016,Automatic,25925,Diesel,145,54.3,2.1,mercedes
6680, T-Cross,2019,Automatic,4458,Petrol,145,45.6,1.0,vw
1524, Golf,2015,Manual,67387,Diesel,0,74.3,1.6,vw
8268, A4,2013,Manual,63360,Diesel,30,64.2,2.0,audi
2336, C Class,2019,Semi-Auto,2072,Petrol,145,47.9,2.0,mercedes
5377, Yeti,2016,Manual,36817,Diesel,30,62.8,2.0,skoda
2161, E Class,2016,Semi-Auto,12824,Diesel,20,72.4,2.0,mercedes
12349, Focus,2017,Manual,46604,Petrol,150,41.5,2.0,ford
9396, Polo,2017,Manual,20954,Petrol,20,60.1,1.2,vw
4716, Golf,2018,Manual,10462,Diesel,145,61.4,1.6,vw
778, Q2,2019,Semi-Auto,17,Diesel,145,46.3,2.0,audi
2749, Yaris,2017,Manual,14362,Petrol,30,58.0,1.3,toyota
10126, A Class,2016,Manual,37531,Diesel,20,68.9,1.5,mercedes
6128, Prius,2017,Automatic,11500,Hybrid,135,85.6,1.8,toyota
5590, Q2,2019,Manual,4195,Diesel,145,47.9,1.6,audi
2260, Yaris,2016,Manual,2700,Petrol,30,58.0,1.3,toyota
10162, Fiesta,2018,Manual,16175,Petrol,145,65.7,1.0,ford
10218, 3 Series,2015,Automatic,24741,Diesel,30,62.8,2.0,bmw
1265, Yaris,2018,Automatic,5886,Hybrid,135,76.3,1.5,toyota
2724, X6,2020,Semi-Auto,3955,Diesel,145,34.9,3.0,bmw
4256, 4 Series,2019,Semi-Auto,8523,Diesel,145,50.4,3.0,bmw
12593, C Class,2015,Automatic,96000,Diesel,30,62.8,2.1,mercedes
10674, C Class,2016,Automatic,24836,Diesel,30,64.2,1.6,mercedes
11420, Tiguan,2017,Semi-Auto,15484,Petrol,145,38.2,2.0,vw
4881, Superb,2016,Manual,43730,Diesel,20,68.9,2.0,skoda
17900, Ka+,2017,Manual,16315,Petrol,30,57.7,1.2,ford
5218, Superb,2015,Manual,120000,Diesel,20,67.3,2.0,skoda
924, Golf,2019,Manual,8925,Petrol,145,47.1,1.5,vw
441, EcoSport,2017,Manual,25013,Petrol,150,53.3,1.0,ford
8498, Ka+,2018,Manual,5730,Petrol,145,47.9,1.2,ford
6422, Avensis,2016,Manual,59244,Diesel,20,67.3,1.6,toyota
7572, Polo,2020,Semi-Auto,362,Petrol,145,45.6,1.0,vw
1450, 5 Series,2019,Automatic,123,Diesel,145,60.1,3.0,bmw
28, X5,2016,Automatic,96213,Diesel,165,52.3,2.0,bmw
11404, B-MAX,2017,Manual,15543,Petrol,150,57.7,1.0,ford
4717, Aygo,2017,Semi-Auto,20921,Petrol,150,67.3,1.0,toyota
10178, Tiguan,2019,Manual,5771,Diesel,145,47.9,2.0,vw
2582, Focus,2013,Manual,73411,Diesel,20,67.3,1.6,ford
8112, 2 Series,2016,Manual,55272,Diesel,30,64.2,2.0,bmw
1574, Focus,2017,Manual,39414,Diesel,150,74.3,1.5,ford
10694, Focus,2017,Manual,9814,Petrol,145,51.4,1.5,ford
6655, X5,2019,Automatic,2308,Diesel,145,37.7,3.0,bmw
1198, Q5,2019,Semi-Auto,5446,Diesel,145,38.2,2.0,audi
3974, Aygo,2020,Semi-Auto,999,Petrol,145,55.4,1.0,toyota
5204, Q3,2019,Automatic,6681,Diesel,145,38.7,2.0,audi
2887, GLC Class,2017,Semi-Auto,23999,Diesel,145,56.5,2.1,mercedes
9574, 3 Series,2013,Manual,49720,Diesel,30,61.4,2.0,bmw
4921, Scala,2019,Automatic,2159,Petrol,145,45.6,1.5,skoda
4112, Kuga,2018,Manual,19409,Diesel,145,54.3,1.5,ford
14498, Golf SV,2019,Semi-Auto,10,Diesel,145,50.4,2.0,vw
6841, Fiesta,2017,Manual,27106,Petrol,0,65.7,1.0,ford
5722, Octavia,2016,Manual,34006,Petrol,30,55.4,1.4,skoda
8584, Focus,2015,Manual,41232,Diesel,20,67.3,1.6,ford
13122, B-MAX,2016,Semi-Auto,9913,Petrol,160,44.1,1.6,ford
7061, Polo,2016,Manual,33409,Petrol,0,65.7,1.0,vw
8505, Fiesta,2019,Manual,11903,Petrol,145,58.9,1.0,ford
4676, Golf,2016,Automatic,95840,Hybrid,0,188.3,1.4,vw
12747, Up,2013,Semi-Auto,31075,Petrol,20,62.8,1.0,vw
12846, Fiesta,2018,Manual,4450,Petrol,145,64.2,1.1,ford
6703, Fiesta,2014,Manual,51977,Diesel,0,76.4,1.5,ford
4844, Q2,2019,Automatic,2381,Petrol,145,33.2,2.0,audi
13925, Fiesta,2018,Manual,15055,Petrol,145,65.7,1.0,ford
10029, S-MAX,2019,Manual,5029,Diesel,145,54.3,2.0,ford
12827, C Class,2017,Automatic,13659,Petrol,145,50.4,2.0,mercedes
15877, Fiesta,2016,Manual,40284,Petrol,125,54.3,1.2,ford
16880, Focus,2017,Manual,18006,Diesel,145,74.3,1.5,ford
9430, C Class,2019,Semi-Auto,1919,Diesel,145,61.4,2.0,mercedes
4929, Golf,2019,Semi-Auto,9102,Petrol,145,36.2,2.0,vw
910, GL Class,2013,Automatic,60462,Diesel,325,35.3,3.0,mercedes
11994, Fiesta,2018,Manual,3973,Petrol,145,60.1,1.0,ford
8619, A Class,2019,Semi-Auto,4639,Petrol,145,35.3,2.0,mercedes
13956, Fiesta,2016,Manual,38392,Petrol,0,65.7,1.0,ford
2226, Focus,2019,Manual,4967,Petrol,150,48.7,1.0,ford
2215, Q7,2019,Semi-Auto,6000,Diesel,145,33.2,3.0,audi
8135, 1 Series,2015,Manual,55018,Diesel,20,65.7,2.0,bmw
11800, Kuga,2017,Automatic,20688,Petrol,235,38.2,1.5,ford
835, Golf,2019,Manual,50,Petrol,145,47.1,1.5,vw
3607, Golf,2019,Manual,14438,Diesel,150,57.7,1.6,vw
1973, Focus,2018,Manual,15462,Petrol,145,57.7,1.0,ford
7335, 5 Series,2019,Semi-Auto,10707,Hybrid,135,156.9,2.0,bmw
129, A5,2017,Automatic,32771,Diesel,145,70.6,2.0,audi
2781, Yaris,2017,Automatic,18000,Hybrid,135,76.3,1.5,toyota
6175, Fabia,2016,Semi-Auto,26400,Petrol,20,60.1,1.2,skoda
2138, GLA Class,2017,Manual,24464,Diesel,145,67.3,2.1,mercedes
2607, 1 Series,2019,Semi-Auto,10,Diesel,145,48.7,2.0,bmw
3881, Aygo,2014,Manual,25568,Petrol,0,69.0,1.0,toyota
7889, Polo,2017,Semi-Auto,24186,Petrol,20,61.4,1.4,vw
3609, A6,2016,Manual,37729,Diesel,30,64.2,2.0,audi
8930, Mondeo,2018,Manual,15692,Diesel,150,65.7,2.0,ford
12791, Up,2020,Manual,100,Petrol,145,54.3,1.0,vw
7408, A Class,2019,Semi-Auto,998,Petrol,145,53.3,1.3,mercedes
12525, Fiesta,2017,Manual,8748,Petrol,145,65.7,1.0,ford
3033, Golf,2019,Manual,3000,Diesel,145,55.4,1.6,vw
6332, X5,2019,Automatic,15,Diesel,145,37.7,3.0,bmw
9865, A4,2015,Automatic,30000,Diesel,200,39.8,3.0,audi
2654, GLE Class,2019,Semi-Auto,2572,Diesel,150,32.5,2.9,mercedes
1198, C Class,2017,Semi-Auto,22574,Petrol,300,33.6,4.0,mercedes
7696, 4 Series,2014,Manual,92000,Diesel,125,60.1,2.0,bmw
2808, 4 Series,2017,Semi-Auto,29819,Diesel,145,50.4,3.0,bmw
3694, Aygo,2014,Manual,53501,Petrol,0,69.0,1.0,toyota
3761, Fiesta,2017,Manual,12302,Petrol,0,65.7,1.0,ford
6287, Prius,2019,Automatic,5000,Other,135,217.3,1.8,toyota
787, Q2,2018,Manual,10005,Petrol,145,50.4,1.4,audi
458, RAV4,2017,Automatic,39833,Hybrid,20,55.4,2.5,toyota
802, Octavia,2017,Manual,18803,Petrol,150,54.3,1.4,skoda
5936, Q3,2017,Semi-Auto,33200,Diesel,150,55.4,2.0,audi
6454, X1,2017,Manual,24050,Diesel,125,58.9,2.0,bmw
8257, Polo,2019,Manual,4777,Petrol,145,49.6,1.0,vw
14660, Grand C-MAX,2018,Automatic,9377,Diesel,145,51.4,1.5,ford
6350, GLE Class,2019,Semi-Auto,1795,Diesel,145,42.8,3.0,mercedes
5407, A3,2017,Semi-Auto,34687,Petrol,145,43.5,2.0,audi
13741, Kuga,2012,Automatic,56384,Petrol,555,27.4,2.5,ford
5410, Aygo,2013,Manual,32001,Petrol,0,65.7,1.0,toyota
1180, Golf,2013,Manual,68931,Diesel,0,68.9,1.6,vw
2055, Octavia,2018,Manual,10000,Petrol,150,57.7,1.5,skoda
8763, 4 Series,2017,Automatic,23609,Diesel,125,60.1,2.0,bmw
7206, 2 Series,2018,Semi-Auto,8353,Petrol,150,32.5,3.0,bmw
13925, Arteon,2019,Automatic,5043,Petrol,145,47.1,2.0,vw
4322, GLE Class,2016,Semi-Auto,86364,Hybrid,0,76.4,3.0,mercedes
4183, C Class,2018,Semi-Auto,43288,Diesel,150,60.1,2.1,mercedes
334, C Class,2019,Semi-Auto,28000,Petrol,145,44.1,2.0,mercedes
8059, E Class,2019,Automatic,5342,Hybrid,135,188.3,2.0,mercedes
3362, A8,2018,Automatic,3000,Diesel,145,50.4,3.0,audi
10736, X1,2010,Automatic,51000,Diesel,200,45.6,2.0,bmw
14244, Touran,2017,Manual,29395,Petrol,145,49.6,1.4,vw
3402, X3,2019,Automatic,4464,Diesel,145,54.3,2.0,bmw
3796, Aygo,2017,Manual,25223,Petrol,145,68.9,1.0,toyota
7308, Kuga,2017,Manual,11500,Diesel,30,64.2,1.5,ford
8237, A4,2017,Automatic,42156,Diesel,145,64.2,3.0,audi
2420, B Class,2019,Semi-Auto,664,Petrol,145,44.8,1.3,mercedes
682, Fiesta,2014,Manual,33154,Petrol,30,54.3,1.2,ford
8610, Polo,2017,Manual,5712,Petrol,145,60.1,1.2,vw
1807, X1,2017,Semi-Auto,27531,Diesel,30,65.7,2.0,bmw
3320, Octavia,2017,Semi-Auto,36256,Diesel,150,55.4,2.0,skoda
6221, Prius,2016,Automatic,19391,Hybrid,0,85.6,1.8,toyota
9101, 1 Series,2013,Automatic,48491,Diesel,125,60.1,2.0,bmw
3021, E Class,2017,Semi-Auto,23997,Diesel,145,65.7,2.0,mercedes
12518, Up,2019,Manual,1711,Petrol,150,54.3,1.0,vw
7857, Fiesta,2018,Manual,4806,Petrol,145,55.4,1.0,ford
1361, Yaris,2013,Automatic,38126,Hybrid,0,76.3,1.5,toyota
8835, Polo,2019,Manual,3811,Petrol,145,48.7,1.0,vw
2161, X5,2019,Automatic,8143,Diesel,145,37.7,3.0,bmw
8267, A3,2015,Manual,123000,Diesel,0,83.1,1.6,audi
2337, TT,2013,Manual,37856,Petrol,205,43.5,1.8,audi
1715, A3,2016,Manual,67959,Diesel,0,74.3,1.6,audi
814, Octavia,2017,Manual,24377,Petrol,150,58.9,1.0,skoda
13884, Arteon,2019,Semi-Auto,2313,Petrol,145,48.7,1.5,vw
2069, Golf,2017,Manual,24647,Diesel,20,67.3,2.0,vw
15632, S-MAX,2013,Automatic,42522,Diesel,200,47.1,2.0,ford
5593, Aygo,2017,Manual,5612,Petrol,0,69.0,1.0,toyota
13090, Scirocco,2017,Semi-Auto,9268,Petrol,150,34.9,2.0,vw
2664, Octavia,2019,Manual,1000,Petrol,145,60.1,1.0,skoda
16363, Mondeo,2013,Manual,105000,Diesel,30,65.7,0.0,ford
10912, A Class,2016,Automatic,55316,Diesel,20,67.3,2.1,mercedes
2784, Mondeo,2017,Manual,36139,Diesel,145,64.2,2.0,ford
3545, Kamiq,2019,Manual,3000,Petrol,145,47.9,1.0,skoda
869, A3,2019,Manual,4538,Diesel,145,51.4,1.6,audi
3912, Fiesta,2017,Manual,5806,Petrol,145,54.3,1.2,ford
14264, Focus,2017,Automatic,39198,Diesel,145,74.3,1.5,ford
8965, A Class,2019,Manual,5499,Petrol,145,47.1,1.3,mercedes
2527, A Class,2019,Semi-Auto,10562,Diesel,145,67.3,1.5,mercedes
10766, 1 Series,2016,Manual,54987,Diesel,0,83.1,1.5,bmw
13539, Fiesta,2013,Semi-Auto,72700,Petrol,145,47.9,1.6,ford
11455, A Class,2017,Manual,24475,Diesel,145,68.9,1.5,mercedes
3514, Golf,2020,Semi-Auto,6000,Petrol,145,37.7,2.0,vw
5438, C Class,2019,Automatic,11890,Diesel,145,60.1,1.6,mercedes
1173, Golf,2015,Manual,46026,Petrol,30,53.3,1.4,vw
1081, Ka+,2018,Manual,8879,Petrol,145,57.7,1.2,ford
5729, 3 Series,2020,Semi-Auto,1986,Petrol,145,40.4,2.0,bmw
4286, Aygo,2018,Manual,15255,Petrol,145,68.9,1.0,toyota
7044, X7,2019,Semi-Auto,5283,Diesel,145,33.6,3.0,bmw
2391, C-MAX,2017,Manual,30803,Diesel,20,68.9,1.5,ford
1385, Yaris,2018,Manual,16000,Petrol,145,56.5,1.5,toyota
3267, A4,2016,Semi-Auto,53339,Diesel,30,61.4,2.0,audi
11241, Tiguan,2018,Semi-Auto,16642,Petrol,145,38.2,2.0,vw
8295, 5 Series,2013,Automatic,38705,Diesel,125,60.1,2.0,bmw
5947, C-HR,2019,Automatic,2771,Hybrid,135,54.3,2.0,toyota
3141, Fabia,2018,Manual,26850,Petrol,145,64.2,1.0,skoda
6401, C Class,2019,Automatic,4829,Petrol,145,44.1,2.0,mercedes
14147, Kuga,2015,Manual,58150,Diesel,150,54.3,2.0,ford
318, Superb,2019,Manual,20632,Diesel,145,64.2,2.0,skoda
455, RAV4,2016,Automatic,15364,Hybrid,20,55.4,2.5,toyota
3637, X1,2016,Manual,29863,Diesel,125,58.9,2.0,bmw
1320, Yaris,2018,Automatic,11080,Hybrid,140,76.3,1.5,toyota
8192, Polo,2017,Manual,12232,Petrol,145,60.1,1.0,vw
5752, A5,2014,Semi-Auto,48792,Diesel,125,58.9,2.0,audi
1371, CL Class,2017,Automatic,17050,Diesel,145,67.3,2.1,mercedes
4138, Golf,2019,Manual,1200,Petrol,145,37.2,2.0,vw
14317, Mondeo,2012,Automatic,28139,Diesel,160,50.4,2.0,ford
11490, C-MAX,2017,Manual,12035,Petrol,30,55.4,1.0,ford
10707, Tiguan,2017,Semi-Auto,25840,Diesel,165,49.6,2.0,vw
4646, C Class,2019,Automatic,7275,Diesel,145,61.4,2.0,mercedes
8559, X4,2015,Manual,39824,Diesel,160,52.3,2.0,bmw
4619, A Class,2020,Manual,1499,Petrol,145,47.1,1.3,mercedes
4560, Aygo,2017,Manual,9989,Petrol,145,68.9,1.0,toyota
1040, X5,2017,Automatic,31536,Diesel,200,47.1,3.0,bmw
5225, Aygo,2017,Manual,36398,Petrol,145,68.9,1.0,toyota
10642, C Class,2015,Automatic,62439,Diesel,150,53.3,2.1,mercedes
1601, 5 Series,2016,Semi-Auto,21476,Diesel,30,62.8,2.0,bmw
12838, Up,2015,Manual,12278,Petrol,20,61.4,1.0,vw
439, Focus,2019,Manual,12699,Petrol,145,60.1,1.0,ford
1774, Yaris,2016,Manual,11433,Petrol,30,58.0,1.3,toyota
1635, 3 Series,2018,Automatic,9200,Petrol,145,48.7,2.0,bmw
11577, CL Class,2015,Semi-Auto,38000,Diesel,20,67.3,2.1,mercedes
5461, Aygo,2017,Automatic,13825,Other,145,67.3,1.0,toyota
4089, Golf,2016,Manual,25441,Petrol,30,53.3,1.4,vw
17623, Focus,2016,Manual,61111,Diesel,0,74.3,1.5,ford
8664, A6,2017,Automatic,24885,Diesel,145,61.4,2.0,audi
8144, A3,2012,Manual,82293,Diesel,30,64.2,2.0,audi
3321, Focus,2019,Manual,8811,Petrol,145,60.1,1.0,ford
8502, Polo,2017,Manual,27203,Petrol,20,60.1,1.2,vw
3666, Aygo,2017,Manual,20253,Petrol,145,68.9,1.0,toyota
5868, Q3,2020,Manual,5000,Petrol,145,39.8,1.5,audi
11345, EcoSport,2017,Manual,30963,Petrol,125,52.3,1.0,ford
12150, Fiesta,2019,Manual,10540,Petrol,150,40.3,1.5,ford
8250, A3,2014,Manual,119000,Diesel,20,68.9,2.0,audi
8950, A1,2015,Manual,44821,Diesel,0,80.7,1.6,audi
8779, Q3,2016,Manual,52074,Diesel,145,56.5,2.0,audi
12491, Fiesta,2013,Manual,31368,Petrol,145,47.9,1.6,ford
12363, C Class,2014,Manual,31543,Diesel,20,68.9,2.1,mercedes
14583, Golf SV,2016,Manual,44556,Petrol,30,55.4,1.4,vw
15684, KA,2008,Manual,63000,Petrol,160,45.6,1.3,ford
13861, Arteon,2018,Semi-Auto,4350,Diesel,145,52.3,2.0,vw
1142, 3 Series,2019,Semi-Auto,12226,Diesel,145,62.8,2.0,bmw
210, SL CLASS,2017,Semi-Auto,29114,Diesel,30,70.6,2.1,mercedes
8566, 2 Series,2015,Manual,63980,Diesel,20,74.3,1.5,bmw
687, RAV4,2017,Automatic,31250,Petrol,200,43.5,2.0,toyota
6869, Q2,2019,Semi-Auto,7000,Petrol,145,33.2,2.0,audi
4980, Fiesta,2018,Manual,11172,Petrol,145,64.2,1.1,ford
9375, 1 Series,2016,Manual,31615,Diesel,0,78.5,1.5,bmw
4501, A5,2019,Manual,6000,Petrol,145,37.2,2.0,audi
7906, A3,2016,Manual,46000,Petrol,20,60.1,1.4,audi
3345, SLK,2016,Semi-Auto,33534,Diesel,30,70.6,2.0,mercedes
1787, A3,2019,Manual,7315,Diesel,145,55.4,2.0,audi
1145, 2 Series,2019,Automatic,8177,Hybrid,135,148.7,1.5,bmw
842, A3,2017,Semi-Auto,35329,Petrol,150,47.9,2.0,audi
7392, Polo,2015,Manual,39226,Petrol,20,60.1,1.2,vw
4985, Golf,2020,Automatic,100,Petrol,145,47.1,1.5,vw
6174, Kuga,2017,Manual,21338,Diesel,30,64.2,1.5,ford
1966, Q2,2020,Semi-Auto,5000,Petrol,145,42.2,1.5,audi
5033, 1 Series,2017,Manual,43757,Diesel,150,72.4,1.5,bmw
11235, A Class,2015,Manual,77000,Diesel,20,70.6,1.5,mercedes
11034, Fiesta,2014,Manual,40119,Petrol,30,54.3,1.2,ford
1825, Golf,2018,Semi-Auto,16000,Petrol,145,44.1,2.0,vw
602, RAV4,2017,Automatic,33128,Petrol,205,43.5,2.0,toyota
3355, Golf,2015,Manual,85240,Diesel,0,74.3,1.6,vw
6999, Polo,2016,Manual,17399,Petrol,20,58.9,1.0,vw
7461, Polo,2017,Manual,17137,Petrol,145,60.1,1.2,vw
6385, 5 Series,2019,Semi-Auto,3829,Petrol,145,50.4,2.0,bmw
9282, 3 Series,2012,Automatic,75000,Diesel,160,52.3,2.0,bmw
4551, Kuga,2018,Manual,14671,Diesel,145,64.2,1.5,ford
15032, CC,2015,Semi-Auto,36040,Petrol,125,50.4,1.4,vw
2718, Fabia,2019,Semi-Auto,9095,Petrol,145,60.1,1.0,skoda
12763, Up,2017,Manual,43153,Petrol,20,64.2,1.0,vw
1085, X6,2018,Semi-Auto,4015,Diesel,145,47.1,3.0,bmw
387, 3 Series,2017,Semi-Auto,48604,Diesel,30,67.3,2.0,bmw
9433, 3 Series,2017,Automatic,28091,Hybrid,135,134.5,2.0,bmw
631, 2 Series,2015,Manual,60891,Diesel,20,68.9,2.0,bmw
5769, A3,2017,Semi-Auto,17771,Diesel,30,61.4,2.0,audi
10679, A Class,2017,Manual,18247,Petrol,150,51.4,1.6,mercedes
6147, Kuga,2018,Manual,20026,Diesel,145,54.3,1.5,ford
5737, C-MAX,2017,Manual,11233,Petrol,30,55.4,1.0,ford
8159, SL CLASS,2019,Semi-Auto,545,Petrol,145,47.1,2.0,mercedes
1571, E Class,2017,Automatic,59946,Diesel,20,72.4,2.0,mercedes
7707, Focus,2017,Manual,10057,Petrol,235,36.7,2.3,ford
4127, Karoq,2018,Automatic,17405,Petrol,150,50.4,1.5,skoda
13466, Fusion,2010,Automatic,26588,Petrol,260,37.7,1.6,ford
15087, CC,2016,Automatic,54355,Diesel,125,58.9,2.0,vw
4129, Scala,2019,Manual,1000,Petrol,145,49.6,1.0,skoda
13014, Scirocco,2014,Manual,49943,Diesel,20,55.4,2.0,vw
1138, Yaris,2019,Manual,4042,Petrol,145,47.9,1.5,toyota
6792, 5 Series,2019,Semi-Auto,4982,Petrol,145,50.4,2.0,bmw
3960, B-MAX,2013,Manual,66449,Petrol,30,57.7,1.0,ford
6957, B Class,2019,Semi-Auto,15798,Petrol,145,45.6,1.3,mercedes
3634, Octavia,2019,Automatic,3416,Diesel,145,67.3,2.0,skoda
7992, 3 Series,2018,Automatic,23814,Diesel,145,64.2,2.0,bmw
4789, 4 Series,2014,Semi-Auto,26973,Diesel,125,60.1,2.0,bmw
8128, 3 Series,2013,Manual,52438,Diesel,125,60.1,2.0,bmw
4333, Fiesta,2016,Manual,15143,Petrol,0,65.7,1.0,ford
8321, Fiesta,2019,Manual,7991,Petrol,150,40.3,1.5,ford
11189, Fiesta,2018,Manual,16901,Petrol,145,65.7,1.0,ford
12677, Up,2019,Manual,2914,Petrol,150,62.8,1.0,vw
3765, A3,2017,Manual,27672,Petrol,125,49.6,2.0,audi
6882, Polo,2016,Manual,37000,Petrol,0,65.7,1.0,vw
5991, E Class,2018,Semi-Auto,2861,Diesel,145,61.4,2.0,mercedes
1941, Yaris,2018,Automatic,30000,Hybrid,140,67.3,1.5,toyota
11511, Kuga,2017,Manual,20668,Diesel,145,60.1,2.0,ford
2632, Octavia,2019,Semi-Auto,6449,Petrol,150,45.6,1.5,skoda
1476, Karoq,2019,Manual,14,Petrol,145,43.5,1.0,skoda
134, Tourneo Custom,2017,Manual,14000,Diesel,200,44.8,2.0,ford
2816, Yaris,2014,Manual,61000,Petrol,125,52.3,1.3,toyota
6529, Focus,2017,Manual,17918,Petrol,145,60.1,1.0,ford
6586, X3,2019,Automatic,8186,Diesel,145,54.3,2.0,bmw
15022, Focus,2017,Manual,6746,Petrol,20,60.1,1.0,ford
6139, 2 Series,2015,Semi-Auto,16073,Diesel,125,61.4,2.0,bmw
1103, Golf,2013,Manual,59942,Petrol,125,53.3,1.4,vw
300, T-Roc,2018,Manual,12850,Petrol,145,55.4,1.0,vw
8981, A4,2015,Manual,71920,Diesel,30,65.7,2.0,audi
4914, Octavia,2019,Manual,15207,Petrol,145,60.1,1.0,skoda
5770, 1 Series,2013,Semi-Auto,46439,Petrol,150,48.7,1.6,bmw
16429, Mondeo,2014,Manual,71869,Diesel,30,61.4,2.0,ford
6071, 3 Series,2018,Automatic,11499,Diesel,145,62.8,2.0,bmw
5683, X-CLASS,2019,Automatic,2750,Diesel,260,35.8,2.3,mercedes
1074, Yeti Outdoor,2017,Manual,16671,Petrol,145,51.4,1.2,skoda
10956, Tiguan,2016,Semi-Auto,36824,Diesel,200,47.7,2.0,vw
6465, Passat,2015,Manual,57552,Diesel,20,70.6,1.6,vw
1388, Fiesta,2017,Manual,9177,Petrol,20,62.8,1.0,ford
9336, 1 Series,2013,Automatic,31086,Petrol,235,37.7,3.0,bmw
5976, Superb,2019,Automatic,4239,Petrol,145,32.5,2.0,skoda
1011, Golf,2016,Manual,20611,Petrol,30,53.3,1.4,vw
9929, A4,2017,Automatic,22650,Diesel,150,57.6,2.0,audi
5633, Passat,2015,Manual,27936,Diesel,20,68.9,1.6,vw
2090, Golf,2019,Semi-Auto,4764,Petrol,145,36.2,2.0,vw
3366, A4,2014,Semi-Auto,44488,Diesel,150,53.3,2.0,audi
4042, Citigo,2017,Manual,18000,Petrol,145,64.2,1.0,skoda
9236, A Class,2017,Manual,15080,Diesel,145,72.4,1.5,mercedes
868, Fabia,2019,Manual,5711,Petrol,145,57.7,1.0,skoda
8105, Q3,2015,Manual,54775,Diesel,30,61.4,2.0,audi
17241, Fiesta,2016,Manual,8067,Petrol,20,62.8,1.0,ford
6944, E Class,2019,Semi-Auto,13945,Diesel,145,72.4,2.0,mercedes
3834, Fiesta,2017,Manual,16143,Petrol,125,54.3,1.2,ford
