,price
4665,19950
10410,13400
8723,9790
1063,6495
889,10995
10700,14750
2684,20990
3761,9998
1288,8798
11238,16499
4650,7495
3495,6499
2896,16671
13453,13000
14502,16498
8517,17250
1686,9300
4524,14400
6121,26995
6684,47885
4201,25495
13623,40245
1413,16950
10681,19341
11075,24850
1611,11998
7000,15995
6772,32444
3014,12995
11733,26490
13507,7299
3158,16995
4353,26995
3679,8991
7903,20891
4763,8421
8830,16999
4788,19970
4786,13295
3417,14057
9647,9400
5299,36995
2574,13975
7836,8600
5310,13390
11216,12999
4219,16392
9869,14990
7482,9890
11574,16910
1735,34981
12944,7995
12873,9420
1094,17495
11653,11499
596,18498
9776,10490
10588,25298
9130,6295
12322,19500
377,39454
2902,22990
1449,11200
2815,13791
6742,3500
17275,3690
2274,13995
2737,17207
1376,22750
9284,10160
1272,8775
2630,26490
10067,21600
2332,8999
2921,52990
3565,24490
9672,11400
2308,8750
13268,11995
8586,20000
1578,22498
15743,13989
10189,7299
3880,11990
2116,17356
5492,69000
10887,18000
5642,36490
4335,47850
6673,8995
8308,8799
4134,21182
6649,26991
10101,13495
2137,20000
13991,8500
6585,30599
16275,8000
11337,23990
5240,11641
6724,4450
3539,11795
7070,10701
5310,6975
14726,27900
10826,14000
2878,9649
3398,30991
9530,38490
1901,8195
5937,18795
5106,7695
2624,13990
8205,11498
12314,7995
4569,21000
73,18495
1447,15998
735,6250
9065,16995
10652,9995
14148,15498
3139,12495
14212,10750
10066,12880
4139,15699
10882,15991
928,21391
924,23290
13232,10950
6844,11500
12046,15480
4557,48790
6444,25466
6848,28899
3165,53981
8504,14260
6612,9098
12461,12450
2431,28436
2962,23980
4205,9480
5974,9792
7452,18000
6355,12000
5119,7195
841,16490
5332,18995
12348,24500
16988,18949
4179,17498
11037,15000
5278,26940
5257,9380
4126,15400
5158,8421
1759,12933
16516,2495
2186,26998
10444,7650
8745,16600
2437,9298
4700,11450
1228,15699
3231,26495
2480,9795
7043,8999
12806,7599
8736,15000
2481,7990
4202,30000
1523,10995
5651,24495
1187,25990
9280,57995
17364,5995
14621,9293
10401,18495
895,9498
6055,19599
5834,34700
6802,17799
4148,29999
452,10395
4206,9990
4628,20000
1437,14485
3510,25990
5868,28200
8252,12995
111,13495
14989,8498
5458,19610
1088,15998
11427,29995
9341,43299
975,13498
4132,8995
3503,8610
5374,15601
9996,15695
4278,8995
6417,23726
7269,10062
6327,15000
6608,26746
4054,3590
12463,13995
8132,14399
9282,9660
1664,39263
4467,12990
3526,10998
9281,48980
493,25890
1870,13199
4458,10990
823,29991
12354,20800
1409,14990
5694,8375
7393,7495
10483,12995
9730,14729
8598,24109
12142,17400
1310,9390
7792,11750
8282,15950
484,21000
2811,23980
9720,8390
5544,7991
2344,17833
531,19498
8244,13970
2713,2795
6195,33950
10614,12500
12411,16600
1879,21490
1731,55990
10720,14000
4649,19490
1448,12998
4304,40980
3893,8995
6176,31999
5966,23695
10456,23500
9660,15425
6023,36890
12695,10000
279,16491
16261,23795
4631,17450
1377,15770
11701,8614
6946,15199
9120,11990
8948,20350
10070,9200
7074,9498
9512,12999
3647,15590
90,21489
10719,16300
8157,32199
6081,11100
8296,6791
15053,14302
4489,10950
6154,21970
4087,8650
4671,20490
7037,18950
49,9330
10119,20790
4141,16995
5614,6891
11427,7300
10338,17999
2352,19000
248,9998
3923,4995
2864,10480
151,8300
1349,8980
3462,8340
7190,29990
773,11498
9734,15975
3945,23990
5672,31990
3648,23998
6176,20899
3983,13997
9860,8599
3805,52732
11567,24300
6868,35995
1508,22770
6625,25399
6716,27545
10131,15495
10944,22726
9850,16990
12793,17990
2483,17591
401,19995
5770,18290
10529,16850
5188,13990
3028,9600
12650,4695
5986,43990
6271,22799
9618,19849
10712,24999
1853,10395
5900,14500
1033,7498
2964,39980
188,24998
9856,6990
14701,8825
10597,47298
14671,16999
11425,16750
741,29998
7844,12950
7770,11990
5752,24890
7026,10495
12550,11950
7985,14990
3879,28440
7255,13998
11302,17899
516,16130
5403,29450
2332,11750
858,31490
1082,14310
10775,54900
1818,12990
773,23898
16169,18499
8907,17499
3081,19480
476,10498
6427,23806
3900,16450
10795,18190
10040,24248
3082,25498
11038,30495
60,7000
10322,23500
43,13200
15096,17499
1389,19750
3439,8790
7504,23999
6330,19900
8526,8800
5017,13500
9243,18700
4609,18300
1133,17498
2794,28950
8047,20500
1248,19698
8186,31199
2056,18656
10686,32427
3853,17290
2847,24481
8664,20990
12730,25444
7675,11490
9045,7699
6596,24995
920,21998
3582,10391
8130,13000
4571,59995
3590,10100
690,19995
107,21750
9787,13490
11509,34995
17724,11000
11074,12980
3216,15290
10276,17900
9054,24099
11234,8975
14682,12790
4030,41490
16713,5995
12251,5495
10541,12699
1090,26998
5533,9195
3,61948
7283,25475
6432,21888
9261,35849
10508,22995
268,25995
10389,18291
12836,31900
5699,9498
9918,7499
10000,13200
10885,19495
2847,16090
17444,4490
1761,20495
5749,32990
3588,17410
2374,12698
4112,31840
843,16998
5778,19000
1958,22440
1962,14998
10076,50000
581,17590
9579,19900
12305,12700
7049,8298
8168,17430
853,19498
1301,12498
12696,22480
7796,15630
9766,8990
4029,22990
2510,28698
71,5990
1627,17698
11118,21472
13824,49996
2421,24998
14764,7299
6970,31500
11880,10499
11988,19990
7797,31550
24,34129
12499,4591
12064,19745
8188,14940
1504,23450
5671,18900
13213,14999
1738,12750
7503,14498
50,13200
9451,5899
2244,13363
16611,11399
4277,10495
3303,15498
6055,27992
2980,8498
2035,19367
6700,9400
11505,12519
2298,15498
14677,20490
4302,22980
5882,9291
10734,14495
1645,26999
6352,23991
4478,5990
7598,11698
9273,11495
5442,19995
3909,15490
6354,19500
9868,13990
8074,14499
5367,11800
10589,18798
12758,13495
5236,12795
234,23495
15584,13500
4976,18990
11003,15499
2972,16852
10057,27498
1038,12998
7092,72995
1367,15195
3610,16290
11231,15995
5967,28500
9699,21582
4466,8990
5970,19499
837,10998
11535,15339
16131,6995
1763,7495
3872,7495
3137,30981
3730,7998
10237,8790
850,16498
8897,18100
9457,36999
726,45000
1808,10250
6131,25990
2914,15480
10158,11800
10166,9880
4395,7999
571,5298
1112,19490
4408,10011
4716,9551
8725,30249
6093,10350
8387,37799
406,28000
6480,8795
7043,25729
9514,15495
9627,14999
9608,6500
2550,8999
2823,23795
5483,34500
10337,15739
4520,7750
13917,32495
11832,17500
3064,19995
2592,23206
8880,6795
12871,5700
11649,25000
913,7498
5334,33980
6807,47749
8033,19599
12072,15700
4643,32990
1023,8698
3320,13280
4725,23214
12003,13500
12884,14000
82,22520
3782,5700
4863,26995
10036,14490
4705,22570
5580,13295
12850,10200
1312,9600
9120,10795
1778,13465
8911,26399
2756,24775
2051,16498
1089,21998
11859,10750
4721,21990
4467,13990
1262,18450
1826,6100
7342,24699
10724,12500
4560,15740
2435,12786
15147,4995
6491,14995
1228,8200
2056,15932
3774,7695
7713,19000
1988,11195
4625,37890
10915,14999
5419,24750
8336,12710
7729,29189
3646,16700
1492,35498
3574,11995
4772,9950
8429,14500
5653,19650
15717,5250
6112,20000
4884,54000
6511,18000
3118,14990
12930,10200
5281,7500
7506,32788
14011,9490
740,8469
13994,11990
6112,28999
1191,9698
11568,11500
5598,61792
7333,12685
10254,15300
1029,24990
907,8698
6664,25350
15157,10295
1578,11149
232,21498
5725,23990
2859,6390
7284,23399
10519,15695
718,9798
9307,9950
7327,23285
3038,10295
6707,31989
5916,18491
8061,9995
3207,16690
1512,13295
2659,9950
2537,34544
45,20490
4110,26890
6577,43716
5222,5800
14479,13998
4877,28980
806,17498
9147,13495
1730,13498
6631,17790
2653,21945
417,49000
4828,11900
9339,26990
9716,32281
4966,29995
15024,13100
5646,24490
7591,11270
6585,24250
1375,20990
4440,20999
9037,16349
4634,11900
12744,11900
13262,6495
10472,8995
5133,6800
8740,12750
5646,22990
3509,16993
5114,10490
11195,22495
3824,10997
11860,15799
11301,11499
14805,16995
950,12499
755,14698
14206,17266
3415,11950
9661,9999
2557,10485
83,19695
2757,19998
584,18495
14081,25000
13281,7999
2175,18490
2630,40991
1119,10998
14343,17995
9501,15991
13911,29999
2853,9800
8904,8000
2628,15995
5616,21260
8018,15600
11778,25390
6316,10500
2079,16795
5612,6741
601,40995
6244,9999
8249,22670
10404,15200
9231,22624
13196,13800
11712,21999
12831,29900
9282,13000
9295,13500
4485,7995
12175,7295
2239,22480
16371,23999
1333,19990
2800,47980
14364,9990
2872,16792
8833,12600
14408,8350
11673,38000
6741,19999
16655,8995
5396,17211
3025,24450
11342,13299
7188,14900
3821,6998
5372,14989
4973,10795
7333,19989
17539,9100
4494,14995
11228,28612
6318,51890
4512,19490
9541,17315
2579,12490
5501,5999
5479,7795
11331,15599
138,20995
3530,11995
8380,25249
7790,12450
4342,21456
3233,19299
7240,13200
6574,27450
6789,49950
215,27795
1528,9295
1157,9995
5100,9188
10071,9295
945,12500
7447,8595
6919,10790
6038,18450
7577,8490
16183,5295
14541,19990
6334,39900
8509,16995
9698,2999
7984,19998
6546,15190
3869,14950
1541,21790
4405,19840
2291,11995
10327,15200
6245,11463
3682,23999
5216,28990
3614,36500
14829,19999
17362,4995
692,24490
4633,9597
8858,7495
3374,26000
15412,6500
7535,9500
14838,33290
1683,8991
14357,12999
13472,22995
6343,29900
11922,16999
16002,12295
266,16495
7996,14956
5381,37450
6163,7240
8712,16300
9528,13500
1308,12495
11029,12499
6679,27162
6497,17650
18,23495
5605,8990
10178,13392
2822,17795
12576,10990
761,5998
5446,56000
15929,12399
14127,8449
13813,9999
16956,24000
8514,28950
2303,5401
9305,17290
7298,14995
5976,23390
6003,17495
8341,22199
4181,10700
1601,9750
1086,10998
1822,17995
2549,9000
178,18998
12923,10850
10148,25995
9771,9000
9012,20499
4854,20740
3917,22200
8329,14999
14067,7990
3422,23990
2966,16122
8837,21990
5466,20822
6624,18100
17,13490
7925,39991
4617,10195
8628,23100
14935,19998
4104,12995
3127,21480
239,29450
17629,9500
1356,11295
10008,5295
12598,10750
13233,20500
3739,20146
8040,16300
1220,11000
11335,22995
15675,8500
1892,16998
3540,23490
3178,16000
2704,12798
5409,29992
11610,18699
13002,66974
5334,16995
1117,12998
177,17960
7603,31994
1200,7380
9792,7250
5874,21362
14985,23489
7315,38899
7691,16000
269,22250
4988,7991
10206,18999
7660,8490
11402,17495
512,22495
4372,28299
5028,31500
3263,32695
5112,14499
10068,15978
2536,9415
2448,16291
5650,18000
11516,17999
209,29898
984,29995
5129,9995
1429,7995
1002,18499
1239,9790
9515,26490
8460,34930
9578,8800
5920,26490
3686,24480
8896,11900
1174,10995
2476,13798
12560,5763
3333,10950
9713,10450
3815,20950
5588,21990
47,24541
11847,10991
4347,24495
6654,11600
10765,17995
4522,20595
3231,18050
1415,7298
7513,19298
5196,13491
4602,17900
1761,14430
2973,18498
2654,3495
7606,21229
3652,19490
2661,13298
7405,8295
688,23490
7767,8291
12926,6990
2807,25999
9823,12990
3996,7000
10062,26000
7292,20590
6325,25999
6703,17490
2254,7495
1386,26972
6026,56693
17361,7995
3342,20950
1862,22650
6830,23295
9783,10799
1821,11495
13116,30999
73,14400
1618,14995
8295,14999
339,22495
580,19995
4150,20691
4798,28990
6963,35399
9236,16800
4932,21500
9446,13399
5405,45386
10372,28991
7883,20000
16963,3895
8277,9990
8706,14500
120,35438
644,36995
15389,18000
5056,15750
4365,12999
13842,10000
10650,6995
8105,25849
10836,12400
1783,23413
4578,5770
4490,19995
9589,10300
10344,17480
7900,12878
567,18498
9011,14495
10431,17500
5324,23782
9463,20000
1710,13690
1693,6991
4959,7995
7013,26895
1601,14250
3857,27380
1794,15790
12385,15600
15469,11300
3608,16995
8590,19749
3767,23250
8681,18591
4233,31480
1319,12989
5741,56000
6108,7000
669,6998
3990,16000
12676,9890
5184,17390
3373,28790
1315,9987
12005,24995
7094,9698
12127,9990
3548,21490
8044,9900
2157,12495
13884,10690
17810,12000
2301,8991
7591,10399
5353,35491
1864,17298
6333,14495
6283,28551
6519,23995
3062,18490
1184,10998
6166,32970
8549,15950
676,12995
1633,19980
11724,15000
12745,17200
16487,7999
7069,15450
9115,24349
4858,11899
12885,9000
5224,51950
3366,19787
16520,7899
6863,14995
8017,25599
233,18500
4573,23000
6505,10000
175,18990
14567,11991
11941,28000
7208,7950
5506,17107
5246,4895
5495,27990
6162,10499
2677,15620
17524,15000
9977,11490
8105,18500
1602,18991
804,5995
14955,18998
1162,32444
1264,8795
5826,41890
8378,27299
6369,16985
10310,15489
9365,20623
6232,21785
2075,13891
783,29998
9736,9495
3161,32980
1746,16990
3747,22990
4628,11740
2335,12400
3756,14980
12561,17800
2186,26495
8155,10199
8358,42049
16334,9999
12837,19400
15506,10000
16158,11995
6103,37522
1358,9500
1967,13495
4986,24990
2218,24990
5973,12800
1506,14698
5937,25432
3863,5050
6065,13750
2984,23780
1238,8298
7760,46990
9752,14975
676,17490
8820,11790
957,14498
7821,21000
2461,17298
7278,10991
4307,34950
9532,9000
1256,18998
8135,12900
6480,12970
16549,12395
3869,7000
9707,12750
907,20500
1593,14495
2181,28350
293,21691
2171,17701
14298,19990
11142,13495
8567,9990
465,12498
4275,9995
4232,14250
9822,2490
4684,28750
2565,17499
2358,16450
4084,15997
12347,9950
4894,42500
11769,12299
2036,36995
479,17498
1850,17320
9432,13500
8880,12999
2355,29955
7211,16185
13948,27491
1346,44036
4184,10490
5374,26450
5909,17450
12962,34790
14200,9033
3831,12490
10969,10899
228,34498
7279,9991
12512,5495
3000,27980
1635,7650
16647,12499
10694,24995
1750,11295
8259,24850
572,14995
7137,33999
9000,28049
440,46990
732,11298
6815,46465
8230,8470
3195,11490
12938,19811
1113,35898
5695,21950
1257,7998
314,13898
1875,13900
5978,22000
2787,13995
13121,10990
12922,3899
1405,11191
762,13621
2278,10465
543,19990
702,12698
7279,13875
9007,10799
5303,8489
5239,14491
6776,8999
11936,16862
10627,11000
3192,7995
3459,7760
3665,12000
1239,14998
4053,8495
620,19698
10407,23500
4236,14698
12047,11490
8019,8495
3401,13350
8931,11990
3567,13995
10128,7895
1868,12395
14988,11795
13733,44082
9651,7200
12255,9270
7368,6770
4268,8995
6624,33313
1668,35440
390,22595
5647,16998
4409,8495
5137,5489
9913,15200
7071,31400
7620,19950
1043,10498
2581,28990
9908,67950
225,28495
3804,6998
9507,15399
10279,13698
14108,8795
6228,12370
1811,21250
69,15300
12007,4700
2515,34995
1296,11995
4693,22798
10427,9710
7672,12999
7180,20875
4291,55900
4671,8199
8570,9795
15292,18000
7588,29444
872,24500
11415,8400
9507,13488
15247,11489
2452,15998
5570,62991
8242,29549
12912,20042
4644,9985
2815,3495
11450,22491
3310,26790
7451,29799
9761,11695
4520,12247
5119,12300
8597,8990
259,29485
521,15295
9333,12500
8733,12800
12666,9700
2740,15490
7314,63000
10973,16699
5124,8490
393,24498
7001,17500
14628,17890
1246,20498
1157,11410
6623,20990
12210,19000
6455,10895
967,31998
5880,17000
2389,12965
2710,24510
913,24950
2066,22761
5536,27990
1771,37980
12936,19495
5585,21990
5464,32900
5782,17998
1517,23966
8127,9100
805,10698
8092,17900
7484,29999
1911,12110
8227,9000
3312,18650
5798,16490
9799,12990
8331,12239
5302,35999
13801,20995
6342,11498
7352,6799
12611,15944
1338,12298
10265,17999
8032,22699
8872,25879
5732,24750
238,32290
11747,15400
6342,9450
4148,11490
1948,26995
3172,22480
1677,15490
7271,23490
1619,10598
4495,6950
5114,22490
12727,19199
5452,10490
189,24998
2459,14998
4601,10941
2695,17790
3457,6800
17125,8150
9953,19999
8036,14600
1773,14152
6935,17599
4902,11900
10186,32995
5808,27555
1460,24999
12467,5970
7693,13490
779,14998
5933,30000
6380,13500
10819,18600
48,24995
6329,9295
11950,19491
8620,32919
15534,14000
578,16995
4351,29000
3467,17475
9431,25549
1402,10995
4506,31990
2994,27980
6165,23970
3056,10891
3982,9495
5430,13900
3128,12567
8895,4995
5698,13490
4657,10990
5670,23400
4271,12495
7084,7991
9385,24499
3042,14990
5897,45999
2940,13698
3372,14790
3308,27500
8140,15490
2008,11495
8928,9600
15420,8600
6947,5998
5927,34995
11489,19699
14591,7147
9734,11099
16301,10495
5489,21500
1005,13790
4795,10795
5627,14430
10495,9995
7393,8659
6694,19990
11789,10099
4034,18795
5785,15995
10513,29999
12116,11700
8110,12999
3645,13998
2634,77890
14207,2650
2686,7000
14060,29000
3005,17498
13846,9750
9455,38990
11442,19699
2645,8995
5493,17499
7911,8490
6119,7795
623,23995
12835,23900
3288,22005
4229,41980
2613,41570
9814,13490
4527,20695
8094,11990
17476,9000
7030,25000
14493,10298
3945,6790
10575,18479
7475,22499
12201,20950
7712,34299
681,6798
14058,13500
7802,14540
7843,12002
2578,13961
477,18490
11844,17495
4464,29066
7185,20875
1965,22495
2266,6200
7215,22299
8026,17995
4441,21880
3368,28790
11486,19999
9015,12299
17536,9200
13900,10995
7398,13995
11,11800
13995,25750
211,31985
4375,28655
4982,13000
345,19998
8811,11995
3223,13191
7898,37250
12574,12990
13759,9193
4167,19499
3319,13450
5305,17295
8508,14000
4978,20450
420,18494
10254,22995
8977,12900
2632,19691
3376,11491
9539,38250
9073,3690
8883,10499
9439,5990
11119,23780
3706,32141
14219,12500
2193,19995
2442,6800
14,19772
5188,15590
9714,9500
9964,8000
1753,10498
4907,17500
2640,21990
3116,35990
3970,14500
9690,9249
9954,13999
17305,2950
7519,4998
4854,19500
8333,28999
4445,22480
9511,17499
10249,16333
7256,14990
12631,7950
17121,9250
4721,8295
4148,9990
5646,14790
5970,17110
763,17991
5831,23999
1450,14898
11426,13995
4698,15950
1430,15460
2004,22022
496,16698
5510,7599
462,19750
4635,27950
2810,8999
6715,9998
1897,7568
5294,6000
10148,22790
2597,26350
6556,18999
1734,11992
499,19995
6732,13800
4364,18991
5968,23202
5963,58921
4015,4910
9332,29849
5108,17444
4677,18195
9184,17600
4683,17725
8293,11205
3685,20990
2797,8695
6400,35995
4891,8650
8797,9999
685,11450
9235,28488
1547,50832
12114,8500
4705,10999
5377,26000
125,17400
6408,8000
9328,29990
2092,30972
17802,18250
4111,24800
10041,19250
3778,25295
5143,25990
4568,17498
1732,18498
282,2195
17922,18200
11956,11000
8746,20490
337,18000
8887,10290
73,41980
7296,66000
9051,34199
398,29498
2200,9995
3106,24995
11335,19799
317,10498
3257,18999
987,10298
5020,7258
11556,16299
5095,9450
5845,9999
13864,31490
2679,13491
803,10994
8912,6695
2959,43990
5903,58000
10955,21499
8649,26499
7175,21599
7022,19000
16387,9990
6565,23995
1878,11290
1507,15998
9269,7475
684,36850
1595,9491
9634,12999
1517,10700
508,17998
2463,8853
6132,6995
7150,9600
3580,9999
4977,11200
7806,26000
9542,33500
8459,13990
1737,13498
2841,12995
4952,13999
2174,7399
6710,23000
1079,32888
6075,22000
11721,14199
606,16498
3812,9380
9441,12790
9722,10200
638,17300
5167,30000
9929,10680
10069,13295
7435,9495
8112,9290
11036,13990
4471,22980
6802,16499
17037,5995
1654,17990
4992,34555
2179,12995
7491,26399
6183,17999
6696,19490
10984,9799
10377,15390
2580,17090
2790,29950
4976,8695
7296,30995
7847,15250
3702,16190
5516,7999
8130,24999
11888,25989
10753,7295
10789,14995
12027,23500
3826,21950
3142,30980
448,30000
8386,13499
6624,23249
10436,24000
10387,9900
14211,7250
7556,15400
2718,24100
8960,15690
7526,8700
13222,14750
8415,15877
8060,14900
3431,7500
7390,16495
4559,27989
4969,6995
15050,8350
4162,10990
5478,48500
7283,17650
15200,12299
6139,7295
1596,11990
4183,11695
4018,9990
781,19498
9065,11990
3532,25495
4700,21512
1902,14995
2787,28590
4109,6995
1441,11995
11247,14000
9226,14583
10595,55298
8330,10773
15129,19995
5284,8795
5042,13990
8306,10495
10141,13470
3396,20147
2932,6990
8788,20700
11816,650
11776,3990
12160,13270
1768,13495
1247,7490
2497,13995
7884,25950
3338,9990
1249,53260
10594,17441
5097,17990
1016,11495
1706,48630
1645,20510
1560,17000
3934,26990
8075,35049
3290,20001
3780,17950
10134,26000
13978,8900
8696,22549
2833,16475
2002,30971
10778,11995
6895,13950
4375,17200
3878,10500
4556,18989
6471,13981
3998,14722
10591,11000
12380,12600
1024,33591
3678,9990
5301,49981
10100,44490
1988,13795
17586,8200
10004,9500
8893,16299
3453,16995
1673,7570
7590,10160
15757,6489
3655,59995
14203,8099
5198,12890
12423,8490
17759,4195
5414,19000
6541,21989
6005,18990
10338,19910
12796,7999
10812,10999
11146,16295
2856,12360
9481,10900
17359,5490
5925,19995
8355,24850
2230,9595
11637,27500
8819,12600
1258,8998
7522,12040
6977,13995
9050,11990
9597,11700
2838,15481
2203,11499
13326,16000
5607,15066
9620,12500
3469,25499
10592,18000
5367,12489
131,22890
917,10895
1169,12495
1190,27495
14041,26995
5736,17950
12492,6298
5303,16790
11424,17495
5385,19800
9808,13495
2701,8495
4345,8995
4239,22980
16631,18262
11416,8000
1458,37340
3817,15500
6603,26990
8100,25999
6831,12499
6192,8500
6275,18500
5479,36851
958,18995
6483,40950
951,11498
9013,12300
631,6998
8544,10000
175,19498
991,33245
11589,14490
2854,19000
3030,17450
738,13698
1764,17998
2142,21116
11484,16499
5795,20395
7500,8999
5499,35000
13107,14382
4385,20299
9380,14499
11953,11500
17919,13499
9386,27990
8773,25199
15694,14695
8119,18499
2600,13495
6593,20599
3175,8992
14810,11299
1616,11245
5766,17650
10397,30991
3097,10995
15150,11600
3767,7850
9469,29149
11758,24750
3247,12847
681,9995
7044,24648
16300,9595
6257,12490
8864,18300
17330,7495
11410,11950
493,19998
10970,21499
5444,42450
9283,12975
2430,31000
2334,11850
3354,11498
8185,8490
9208,8997
4271,23995
4707,10950
8650,12990
10016,10195
12292,15000
1190,9995
12438,7298
14860,26350
4705,5495
8613,9800
3690,28295
9134,11000
14506,6793
1021,23496
29,13981
6373,10000
9333,19199
5112,6730
3576,22800
11273,22790
5650,26995
3748,13599
3839,22500
6328,22941
1139,29898
1885,12495
2176,9020
4328,30995
2767,9150
4970,17790
16709,9975
1472,48985
2242,8450
296,13998
9239,18500
8460,63099
7125,30995
8333,8399
9894,8299
658,15127
605,10500
230,34995
7770,11477
580,15495
7493,48099
12505,6962
5710,21995
5681,22495
6180,76989
7177,26199
9276,9244
2478,10400
6699,49995
6674,23509
11461,19999
6373,43489
13522,23998
7266,23485
1012,17698
4313,9500
17363,8295
7479,24990
1558,15998
8472,13650
3043,8990
13947,10000
5625,26990
6822,34039
51,14940
2996,17298
6440,10000
6108,19698
14314,19490
5812,3995
3352,8699
12044,10290
17316,7499
1340,27498
3328,11490
923,10498
16004,10750
17105,9000
4453,10990
7194,29995
6053,17980
6216,13420
7280,22899
6086,14995
12999,15999
6205,20000
13552,14695
12328,14800
972,13991
1182,17996
4323,6998
8582,13295
2199,22400
8910,28999
10884,17000
2419,18498
5123,38990
7747,16499
6500,20000
5586,19995
8870,15300
6730,4849
11388,8199
958,6641
8339,25499
2357,19741
397,30995
5551,18500
257,18485
4170,13999
4113,17500
10158,11999
9662,15000
2438,20990
136,29750
3139,7995
4351,12999
10184,21895
2170,14500
404,14498
4237,18495
4746,46980
12515,13300
3756,7698
1719,24451
14074,22499
1839,13980
8463,8500
6339,26495
4796,16900
591,17698
9942,8780
1529,18491
3948,9495
344,27990
4208,8249
9782,14799
16072,14499
14284,15950
1953,25260
6487,10999
5560,12100
10138,20995
9725,18990
5807,22500
10790,11900
11141,17990
2238,31875
12232,14000
15810,8788
242,20498
4388,17530
11921,15000
11307,26990
1781,15340
8303,16199
7195,11290
13476,13500
7203,13000
5476,9495
236,12500
3273,18991
5248,36990
5343,44950
7392,12595
3716,10695
14874,15999
6090,11500
799,5495
6251,39989
5266,7877
3001,16970
1042,10495
9645,12299
1585,27495
4546,33990
10676,24390
2038,11702
4113,21998
105,24000
8863,32000
2691,11900
1471,12790
4403,6590
1575,11990
4040,36440
7232,9798
9770,25975
9918,10299
2759,43946
9121,9690
4847,13990
17760,2695
7706,23499
288,15500
2907,11995
2345,48950
2374,16633
3045,10495
6110,21295
13251,11950
6706,49991
7846,14162
5726,19790
7308,10295
10357,29998
2153,18956
258,54498
1096,13998
4138,8490
16861,4995
2276,14998
13793,21950
5701,14365
739,23791
13234,9495
6784,21490
2235,13750
6998,16995
7747,9990
9490,14000
16791,14699
551,19995
1285,79999
8788,19290
1346,9891
6795,26995
7566,18060
547,18995
862,20995
12377,11295
3099,7600
6552,21495
1421,24160
9909,10000
1885,9995
5007,10295
9973,13499
16915,10995
2780,25636
1359,12995
4202,6995
3557,7695
11532,12899
6499,36681
10725,9990
1371,7298
5110,9799
5953,12250
8074,9740
3381,21980
10405,12100
1662,29999
15193,13489
192,12798
15943,11739
5481,7500
30,28290
13209,19995
17333,21995
6691,15750
12834,21900
2869,25016
5040,17990
12573,16998
2139,27640
2069,18298
5526,11990
14151,13998
3348,24990
7678,20000
1673,21491
2410,14562
6188,24288
8282,21999
7443,12895
1840,25480
7045,11995
5067,18990
2863,10410
582,25998
8434,9999
8646,15446
9790,15750
6959,7495
1756,8550
3108,25490
2218,32495
236,34000
8848,44990
3788,35000
10092,8800
3981,33480
11317,24495
933,13995
14799,10999
7922,12990
12698,15000
992,16498
5370,14450
2693,53991
3339,13310
7562,14950
2669,24000
6526,27995
4443,17443
4789,6990
173,17480
1649,17490
11702,36500
7482,8400
1241,13498
10660,27000
4929,8998
4306,32980
1291,9680
2693,24702
4889,16499
2971,10995
1083,8998
5724,14200
9927,26000
7179,15498
13167,7990
16670,6999
3498,16800
14651,20490
2092,9436
5559,16932
1777,22795
2120,16250
7758,30699
14229,16399
12414,18490
4812,7072
17895,11999
4694,28990
12998,22250
6686,24730
2293,21516
11753,10000
4557,12989
1004,23888
4032,31480
2451,13598
4354,10490
3387,11495
9316,30990
546,9498
8801,14000
1009,13780
11093,10997
209,26450
2913,12499
1893,6695
456,16450
3229,16150
3227,13499
5541,23800
11417,16625
14501,9898
5258,13700
4196,29350
1005,12995
8483,9977
8847,13495
3605,12995
14145,17498
3498,18490
939,24489
2189,15547
14726,19998
357,14495
7327,18900
6788,6799
6248,29950
524,23880
6628,16499
12618,11000
4301,8100
5155,45990
14240,5366
119,11290
3200,13490
2466,30991
2674,30000
9316,21000
7703,24059
5501,12950
2119,9500
9639,21500
2514,11990
1771,18498
15349,10500
1266,25936
5179,7499
724,10998
3295,17820
2964,10795
4383,13580
8459,32069
9586,10500
5261,25950
9797,25449
2295,12490
12576,16400
5119,7491
4488,10490
17188,5995
1044,7298
589,24990
3932,15490
7527,48399
1263,24250
8652,46599
8611,14990
6359,11499
1268,19000
9833,3999
13191,15300
3050,11750
6707,22980
5050,15750
8617,22500
6418,2250
5179,7695
7188,25199
7221,18749
3822,10950
10331,11895
963,6790
7136,36995
6443,21376
3,33492
5095,15999
8297,28599
1731,30000
12118,19500
8772,17700
4699,10450
1816,15750
9727,16275
3235,13499
9472,11999
3953,23990
4685,27450
82,14000
9550,10200
4688,26950
2014,11995
2549,19698
4115,22980
9984,18000
13064,23995
6147,22490
3465,25491
2460,16298
3388,14960
8331,14900
2810,26980
3113,18995
10597,22000
4513,19577
17641,8700
4346,5991
2242,10765
10798,9999
8938,33599
9413,9627
893,7100
10398,15400
14597,11490
10928,28995
3406,24980
64,27995
10312,14491
5955,27240
1260,22052
7927,29950
14338,19995
10899,27991
1790,7920
1751,13998
5537,17495
1843,13370
276,25626
1661,11000
15739,8800
5824,29241
1806,18500
10549,31799
9940,10500
5839,28991
7587,33444
13544,24698
10827,13300
16350,14295
4816,20280
2688,12654
14362,16999
3445,18495
1921,14295
9289,24790
700,13895
4791,12490
699,21890
2541,21995
3635,14990
14686,17999
4731,18182
2115,9290
7920,14850
9135,14750
9207,26799
1673,24600
1979,47490
4835,8950
13462,43999
1148,26998
2365,18750
16513,8999
